rank_data,rank_vibes,player,team,opponent,is_home,proj,proj_vibes,floor,median,ceiling,p_top12,note_data,note_vibes
62,69,Kendrick Bourne,ARI,SEA,1,5.962,5.521,2.046,4.776,14.267,0.074,"18.5-point implied total against the 6th-best pass defense by EPA last year. They rank 14th of 32 against the pass in week 1. Projected 5.9 targets, a 17% target share, 62% of the snaps. Last week he had 8 targets, a 22% target share and 67% of the snaps. Range 2-14 around a median of 5, 7% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks. New team.",Eight catches on eight targets. Nobody expected that. Arizona is throwing it around and he was the one who benefited.
63,50,Jalen Nailor,LV,LAC,0,5.773,6.924,1.584,4.41,14.013,0.053,"5th-lowest implied total (18.2) against the 9th-best pass defense by EPA last year. They rank 24th of 32 against the pass in week 1. Projected 4.1 targets, a 15% target share, 62% of the snaps. Last week he had 5 targets, a 17% target share and 60% of the snaps. Range 2-14 around a median of 4, 5% shot at a top-12 week. New HC. New team.",Five targets in Las Vegas. Streaming only in the deepest formats.
64,47,Romeo Doubs,NE,PIT,1,5.763,7.02,1.58,4.186,14.134,0.058,"A.J. Brown is out; his work is not yet priced in here. 23.5-point implied total against a mid-pack pass defense last year. They rank 3rd of 32 against the pass in week 1. Projected 4.2 targets, a 14% target share, 0.8 red-zone look, 66% of the snaps. Last week he had 3 targets, a 10% target share and 56% of the snaps. Range 2-14 around a median of 4, 6% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks. New team.",Zero catches on three targets in New England. Pittsburgh is tough. Leave it.
65,63,Malachi Fields,NYG,LA,0,5.721,5.773,2.017,4.799,13.476,0.051,"20.8-point implied total against the 10th-best pass defense by EPA last year. They rank 20th of 32 against the pass in week 1. Projected 4.0 targets, a 14% target share, 72% of the snaps. Usage in week 1 is actually fairly predictive. With only one game on the books, Fields's projection leans on his exact usage last week. This will change as he gets more games under his belt. Range 2-13 around a median of 5, 5% shot at a top-12 week. New HC.",Four targets for the rookie. Nabers takes the volume.
66,68,Troy Franklin,DEN,JAX,1,5.692,5.596,1.804,4.545,13.774,0.055,"23.0-point implied total against a top-3 pass defense by EPA last year. They rank 1st of 32 against the pass in week 1. Projected 3.6 targets, a 10% target share, 0.7 red-zone look, 47% of the snaps. Last week he had 1 target, a 4% target share and 33% of the snaps. Range 2-14 around a median of 5, 6% shot at a top-12 week.",One target. Denver has too many receivers and not enough throws.
67,70,Ted Hurst III,TB,CLE,1,5.639,5.45,1.627,4.492,14.249,0.063,"24.5-point implied total against a top-4 pass defense by EPA last year. They rank 32nd of 32 against the pass in week 1. Projected 3.0 targets, an 11% target share, 75% of the snaps. Usage in week 1 is actually fairly predictive. With only one game on the books, Hurst's projection leans on his exact usage last week. This will change as he gets more games under his belt. Range 2-14 around a median of 4, 6% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",Three catches for the rookie in Tampa. Behind Egbuka and Godwin.
68,53,Adonai Mitchell,NYJ,GB,1,5.596,6.777,1.283,4.745,13.203,0.04,"20.0-point implied total against 11th-worst pass defense by EPA last year. They rank 6th of 32 against the pass in week 1. Projected 3.8 targets, a 12% target share, 65% of the snaps. Last week he had 3 targets, a 13% target share and 69% of the snaps. Range 1-13 around a median of 5, 4% shot at a top-12 week.",Three catches on three targets. Garrett Wilson takes everything in that offense.
69,51,Rashid Shaheed,SEA,ARI,0,5.521,6.873,1.772,4.402,12.672,0.022,"23.0-point implied total against 7th-worst pass defense by EPA last year. They rank 21st of 32 against the pass in week 1. Projected 4.1 targets, a 12% target share, 64% of the snaps. Last week he had 3 targets, a 12% target share and 66% of the snaps. Range 2-13 around a median of 4, 2% shot at a top-12 week.",One catch and the Seattle offense went through JSN. Hard to trust.
70,71,Keon Coleman,BUF,DET,1,5.45,5.448,2.212,4.332,13.414,0.049,"DJ Moore is out; his work is not yet priced in here. Highest implied total (29.0) against a mid-pack pass defense last year. They rank 9th of 32 against the pass in week 1. Projected 3.0 targets, an 8% target share, 0.6 red-zone look, 57% of the snaps. Last week he had 1 target, a 4% target share and 50% of the snaps. Range 2-13 around a median of 4, 5% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks.",One target in Buffalo. DJ Moore has taken the job.
71,40,Jakobi Meyers,JAX,DEN,0,5.448,7.852,1.739,4.637,12.823,0.044,"20.5-point implied total against a top-5 pass defense by EPA last year. They rank 10th of 32 against the pass in week 1. Projected 4.4 targets, an 11% target share, 69% of the snaps. Last week he had 2 targets, a 10% target share and 65% of the snaps. Range 2-13 around a median of 5, 4% shot at a top-12 week.",Two targets and a score. The thumb matters for a receiver. Check it Saturday.
72,73,Antonio Williams,WAS,DAL,0,5.402,5.276,1.989,4.536,13.207,0.04,"23.5-point implied total against 2nd-worst pass defense by EPA last year. They rank 29th of 32 against the pass in week 1. Projected 4.0 targets, a 14% target share, 37% of the snaps. Usage in week 1 is actually fairly predictive. With only one game on the books, Williams's projection leans on his exact usage last week. This will change as he gets more games under his belt. Range 2-13 around a median of 5, 4% shot at a top-12 week.",Four catches and a touchdown on four targets. Washington is using him. Dallas is a good draw.
73,59,Mack Hollins,NE,PIT,1,5.276,6.278,2.131,4.688,10.998,0.001,"A.J. Brown is out; his work is not yet priced in here. 23.5-point implied total against a mid-pack pass defense last year. They rank 3rd of 32 against the pass in week 1. Projected 4.8 targets, a 15% target share, 67% of the snaps. Last week he had 5 targets, a 16% target share and 70% of the snaps. Range 2-11 around a median of 5, 0% shot at a top-12 week.",Five targets in New England and I think there is more coming. Maye needs somebody he trusts. I am well ahead of the consensus here and I am fine with that.
74,61,Cooper Kupp,SEA,ARI,0,5.239,5.975,1.954,4.602,10.862,0.0,"23.0-point implied total against 7th-worst pass defense by EPA last year. They rank 21st of 32 against the pass in week 1. Projected 3.7 targets, a 14% target share, 0.6 red-zone look, 76% of the snaps. Last week he had 3 targets, a 12% target share and 78% of the snaps. Range 2-11 around a median of 5, 0% shot at a top-12 week.",Three targets and a back injury. Time catches everyone.
75,72,Elic Ayomanor,TEN,PHI,1,5.238,5.402,1.628,3.975,12.853,0.023,"2nd-lowest implied total (16.2) against the 7th-best pass defense by EPA last year. They rank 8th of 32 against the pass in week 1. Projected 4.3 targets, a 14% target share, 66% of the snaps. Last week he had 3 targets, an 11% target share and 52% of the snaps. Range 2-13 around a median of 4, 2% shot at a top-12 week. Ceiling-dependent: his median sits at the low end of that range, so the projection leans on his best weeks. New HC.",One catch and it went for a score. That is the whole game. Rookie in a bad offense.
